,ip,nb_www,nb_com,nb_dslash,http_in_path,tld_in_path,tld_in_subdomain,abnormal_subdomain,nb_subdomains,prefix_suffix,shortening_service,nb_external_redirection,length_words_raw,char_repeat,shortest_words_raw,shortest_word_host,shortest_word_path,longest_words_raw,longest_word_host,longest_word_path,avg_words_raw,avg_word_host,avg_word_path,phish_hints,domain_in_brand,brand_in_subdomain,brand_in_path,suspecious_tld,statistical_report,nb_hyperlinks,ratio_intHyperlinks,ratio_extHyperlinks,ratio_extRedirection,ratio_extErrors,external_favicon,links_in_tags,ratio_intMedia,ratio_extMedia,popup_window,safe_anchor,empty_title,domain_in_title,domain_with_copyright,whois_registered_domain,domain_registration_length,domain_age,web_traffic,dns_record,google_index,page_rank,f1,f2,f4,f5,f6,f7,f8,f10,f11,f14,f16,f18,f25,f26,f27
10431,0,1,2,0,0,1,0,0,3,0,0,0,10,8,1,9,1,200,9,200,23.9,9.0,25.55555556,2,0,0,0,0,0,9,1.0,0.0,0.0,0.0,0,100.0,0.0,0.0,0,0.0,0,1,0,0,334,31,0,0,1,0,259,13,6,0,0,1,0,0,0,5,1,0,False,0.18146718146718147,0.0
361,0,1,0,0,0,0,0,0,2,0,0,0,2,3,3,3,0,11,11,0,7.0,7.0,0.0,0,0,0,0,0,0,64,0.640625,0.359375,0.173913043,0.086956522,1,66.66666667,12.5,87.5,0,9.090909091,0,1,1,0,201,1626,0,0,0,0,27,19,2,0,0,0,0,0,0,3,1,0,False,0.0,0.0
585,0,1,0,0,0,0,0,0,2,0,0,0,2,3,3,3,0,9,9,0,6.0,6.0,0.0,0,0,0,0,0,0,62,0.935483871,0.064516129,0.5,0.0,0,0.0,0.0,0.0,0,90.0,0,0,1,0,269,2288,0,0,0,1,25,17,2,0,0,0,0,0,0,3,1,0,False,0.0,0.0
7963,1,0,1,0,0,0,1,0,3,0,0,0,12,3,2,3,2,17,13,17,7.833333333,8.75,7.375,0,0,0,0,0,0,51,1.0,0.0,0.0,0.0,0,100.0,100.0,0.0,0,100.0,0,1,1,0,25,3993,5707171,0,1,0,119,42,4,0,0,1,2,3,2,4,1,0,True,0.06722689075630252,0.0
5647,0,0,0,0,0,0,0,0,1,1,0,0,6,1,2,11,2,11,11,6,5.5,11.0,4.4,3,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,1,1,0,0,68,3220,0,0,1,1,50,15,1,1,0,0,0,0,0,6,1,0,True,0.0,0.0
4289,0,1,0,0,0,0,0,0,2,0,0,0,10,4,2,3,2,11,11,8,5.3,7.0,4.875,0,0,0,0,0,0,53,0.773584906,0.226415094,0.583333333,0.083333333,1,66.66666667,0.0,100.0,0,38.46153846,0,1,1,0,2211,9111,1103,0,0,8,75,19,2,2,0,0,0,0,0,9,1,0,True,0.16,0.0
6119,0,0,0,0,0,0,0,0,2,1,1,0,6,1,2,9,2,10,10,9,6.166666667,9.5,4.5,0,0,0,0,0,0,321,0.744548287,0.255451713,0.390243902,0.097560976,1,7.692307692,0.0,100.0,0,61.70212766,0,1,1,0,3473,7119,32633,0,1,4,54,24,2,1,0,0,0,0,0,5,1,0,False,0.037037037037037035,0.0
6605,0,1,0,0,0,0,0,0,2,0,0,0,5,4,3,3,4,10,10,9,6.4,6.5,6.333333333,0,0,0,0,0,0,96,0.854166667,0.145833333,0.0,0.0,0,90.47619048,0.0,100.0,0,35.29411765,0,0,0,0,296,9202,684,0,0,6,47,18,2,1,0,0,0,0,0,4,1,0,False,0.0,0.0
7217,0,1,0,0,0,0,0,0,2,0,0,0,2,3,3,3,0,10,10,0,6.5,6.5,0.0,0,0,0,0,0,0,162,0.956790123,0.043209877,0.0,0.142857143,0,100.0,88.88888889,11.11111111,0,40.0,0,0,1,0,0,-1,923184,0,0,5,26,17,2,0,0,0,0,0,0,3,1,0,True,0.0,0.0
3146,0,0,0,0,0,0,0,0,2,0,0,0,6,0,2,2,3,9,9,7,4.833333333,5.5,4.5,0,1,0,0,0,0,1477,0.94380501,0.05619499,0.373493976,0.228915663,0,100.0,100.0,0.0,0,73.89937107,0,0,1,0,902,7133,12,0,0,7,46,16,2,0,0,0,0,0,2,4,1,0,True,0.0,0.0
2269,0,1,0,0,0,0,0,0,2,0,0,0,5,4,3,3,5,8,8,8,6.2,5.5,6.666666667,1,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,100.0,0,1,1,0,315,2241,0,0,1,0,48,16,2,0,0,0,0,0,0,6,1,0,True,0.0,0.0
3266,1,0,0,0,0,0,0,0,1,0,0,0,4,3,3,9,3,32,9,32,11.75,9.0,12.66666667,0,0,0,0,0,0,122,0.254098361,0.745901639,0.076923077,0.0,1,0.0,14.28571429,85.71428571,0,18.42105263,0,1,1,1,0,1710,0,0,1,0,61,12,1,0,0,0,0,0,0,6,1,0,False,0.39344262295081966,0.0
8970,0,0,0,0,0,0,0,0,3,0,0,0,7,0,3,7,3,10,10,5,5.285714286,8.5,4.0,0,0,0,0,0,0,259,0.934362934,0.065637066,0.0,0.058823529,0,80.0,97.61904762,2.380952381,0,64.1025641,0,1,1,0,355,-1,0,0,1,2,54,22,3,0,0,0,0,0,0,6,1,0,False,0.0,0.0
4225,0,0,0,0,0,0,0,0,2,1,0,0,3,0,5,5,0,6,6,0,5.666666667,5.666666667,0.0,0,0,0,0,0,0,10,0.9,0.1,0.0,0.0,0,50.0,100.0,0.0,0,100.0,0,1,0,0,271,7765,0,0,1,2,31,23,2,1,0,0,0,0,0,3,1,0,False,0.0,0.0
2107,1,1,0,0,0,0,0,0,2,0,0,0,5,8,2,3,2,32,19,32,13.2,11.0,14.66666667,0,0,0,0,0,0,30,0.966666667,0.033333333,0.0,0.0,0,100.0,80.0,20.0,0,100.0,0,1,0,0,76,5767,0,0,1,2,81,27,2,0,0,0,0,0,0,5,1,0,False,0.2222222222222222,0.0
1784,0,0,0,0,0,0,0,0,1,1,0,0,5,1,2,9,2,9,9,8,5.6,9.0,4.75,3,0,0,0,0,0,12,0.75,0.25,0.0,0.0,1,80.0,0.0,0.0,0,100.0,0,0,0,0,194,536,0,0,1,3,43,12,1,1,0,0,0,0,0,6,1,0,False,0.0,0.0
8201,0,0,0,0,0,0,0,0,2,0,1,0,4,0,6,10,6,15,15,10,10.25,12.5,8.0,0,0,0,0,0,0,79,0.594936709,0.405063291,0.03125,0.0,1,52.94117647,8.333333333,91.66666667,0,68.75,0,1,1,0,133,7615,2190,0,0,5,55,30,2,0,0,0,0,0,0,4,1,0,False,0.0,0.0
4630,0,1,0,0,0,0,0,0,2,0,0,0,3,4,3,3,8,17,17,8,9.333333333,10.0,8.0,0,0,0,0,0,0,223,0.869955157,0.130044843,0.0,0.034482759,1,61.53846154,100.0,0.0,0,51.61290323,0,1,1,0,2509,6256,688,0,0,6,41,25,2,0,0,0,0,0,0,3,1,0,False,0.0,0.0
3735,0,1,0,0,0,0,0,0,2,1,0,0,6,3,3,3,3,8,6,8,5.0,4.5,5.25,0,0,0,0,0,0,81,0.901234568,0.098765432,0.0,0.25,0,100.0,100.0,0.0,0,38.46153846,0,0,1,0,249,7420,5290837,0,1,5,47,14,2,2,0,0,0,0,0,5,1,0,False,0.0,0.0
4154,0,1,0,0,0,0,0,0,3,0,0,0,2,3,3,3,0,13,13,0,8.0,8.0,0.0,0,0,0,0,0,0,159,0.880503145,0.119496855,0.052631579,0.052631579,0,73.33333333,100.0,0.0,0,0.0,0,1,1,0,0,-1,3491656,0,0,5,33,24,3,0,0,0,0,0,0,3,1,0,True,0.0,0.0
3022,0,0,0,0,0,0,0,0,3,0,0,0,8,0,1,4,1,10,10,8,5.25,7.0,4.666666667,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,1,1,0,0,14,5465,616449,0,1,5,60,19,3,3,0,0,0,0,0,4,1,0,False,0.0,0.0
5250,0,0,0,0,0,0,0,0,2,0,0,0,5,3,2,2,4,7,6,7,4.6,4.0,5.0,0,0,0,0,0,0,283,0.890459364,0.109540636,0.032258065,0.064516129,1,66.66666667,0.0,0.0,1,89.47368421,0,0,0,0,251,8149,133,0,0,6,39,13,2,2,0,0,0,0,0,3,1,0,True,0.0,0.0
9585,0,0,0,0,0,0,0,0,2,0,0,0,9,2,3,6,3,9,6,9,5.222222222,6.0,5.0,0,0,0,0,0,0,37,0.081081081,0.918918919,0.352941176,0.205882353,1,0.0,0.0,100.0,0,9.090909091,0,1,1,0,425,6149,11846,0,1,5,67,17,2,0,0,0,0,0,6,4,1,0,False,0.0,0.0
6545,0,0,0,0,0,0,0,0,2,0,0,0,1,0,11,11,0,11,11,0,11.0,11.0,0.0,0,0,0,0,0,0,195,0.974358974,0.025641026,0.6,0.0,0,81.81818182,60.0,40.0,0,83.33333333,0,1,0,0,13,4005,294088,0,0,2,26,19,2,0,0,0,0,0,0,2,1,0,False,0.0,0.0
2906,0,0,0,0,0,0,0,0,2,0,0,0,2,0,2,2,0,18,18,0,10.0,10.0,0.0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0,100.0,0.0,0.0,0,0.0,1,1,0,1,0,-1,20689,0,1,2,32,24,2,0,0,0,0,0,0,3,1,0,False,0.0,0.0
2271,0,0,1,0,0,0,0,0,2,0,0,0,10,5,1,4,1,13,4,13,5.9,4.0,6.111111111,0,0,0,0,1,0,96,0.958333333,0.041666667,0.0,0.0,1,75.0,100.0,0.0,0,98.11320755,0,0,0,0,228,-1,42884,0,0,5,84,10,2,4,0,1,0,0,0,7,1,0,True,0.05952380952380952,0.0
2100,0,1,0,0,0,0,0,0,2,0,0,0,2,4,3,3,0,14,14,0,8.5,8.5,0.0,0,0,0,0,0,0,995,0.990954774,0.009045226,0.222222222,0.0,0,69.23076923,98.85057471,1.149425287,0,97.79005525,0,1,1,0,1657,6660,1791361,0,0,2,31,22,2,0,0,0,0,0,0,3,1,0,True,0.0,0.0
10711,0,1,0,0,0,0,0,0,3,0,0,0,7,3,3,3,3,11,4,11,5.714285714,3.5,6.6,0,0,0,0,0,0,64,0.90625,0.09375,0.0,0.0,0,40.0,100.0,0.0,0,100.0,0,1,0,0,3032,7988,24244,0,0,4,57,12,3,0,0,0,0,0,0,6,1,0,False,0.0,0.0
6696,1,0,1,0,0,1,0,0,3,0,0,0,21,14,1,6,1,34,13,34,7.380952381,9.5,7.157894737,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0,1,0,0,194,2362,173942,0,1,1,188,24,4,9,0,1,0,0,1,10,1,0,False,0.18617021276595744,0.08333333333333333
70,0,0,0,0,0,0,0,0,1,1,0,0,5,3,6,7,6,10,10,9,7.8,8.5,7.333333333,1,0,0,0,0,0,5,0.6,0.4,0.0,0.0,0,0.0,100.0,0.0,0,50.0,0,1,0,0,0,-1,0,0,1,0,54,21,1,1,0,0,0,0,0,6,1,0,False,0.0,0.0
4019,0,0,0,0,0,0,0,0,1,0,1,0,2,0,3,3,7,7,3,7,5.0,3.0,7.0,0,0,0,0,0,0,14,1.0,0.0,0.0,0.0,0,100.0,0.0,0.0,0,0.0,0,1,0,0,0,-1,3536,0,0,9,21,6,1,0,0,0,0,0,0,3,1,0,False,0.047619047619047616,0.0
7194,0,0,0,0,0,0,0,0,3,0,0,0,5,1,4,7,4,16,16,12,8.6,11.5,6.666666667,1,0,0,0,1,0,31,0.032258065,0.967741935,0.1,0.033333333,0,0.0,0.0,100.0,0,0.0,0,0,0,0,317,-1,0,0,0,0,59,29,3,1,0,0,0,0,0,3,1,0,False,0.0,0.0
4070,0,1,0,0,0,0,0,0,2,0,0,0,2,3,3,3,0,12,12,0,7.5,7.5,0.0,0,0,0,0,0,0,27,0.925925926,0.074074074,0.0,0.0,0,100.0,100.0,0.0,0,0.0,0,1,0,0,190,-1,0,0,0,2,28,20,2,0,0,0,0,0,0,3,1,0,False,0.0,0.0
671,0,1,0,0,0,0,0,0,2,0,0,0,2,4,3,3,0,6,6,0,4.5,4.5,0.0,0,0,0,0,0,0,3,0.666666667,0.333333333,0.0,1.0,0,0.0,0.0,0.0,0,66.66666667,0,1,0,0,1216,3897,3198682,0,0,3,22,13,2,0,0,0,0,0,0,3,1,0,True,0.0,0.0
8815,0,1,0,0,0,0,0,0,2,1,0,0,4,4,2,3,2,6,6,2,3.75,4.333333333,2.0,0,0,0,0,0,0,728,0.995879121,0.004120879,0.333333333,0.0,0,100.0,100.0,0.0,0,92.85714286,0,1,0,0,251,7053,4510133,0,0,2,31,19,2,1,0,0,0,0,0,4,1,0,True,0.0,0.0
6164,0,0,0,0,0,0,0,0,2,0,0,0,7,0,2,2,2,9,9,9,5.428571429,5.5,5.4,0,1,0,0,0,0,125,0.952,0.048,0.5,0.0,0,100.0,100.0,0.0,0,40.0,0,0,0,0,902,7133,12,0,0,7,56,16,2,0,0,0,0,0,3,4,1,0,True,0.0,0.0
1819,0,0,0,0,0,0,0,0,2,0,0,0,5,0,3,4,3,13,8,13,7.6,6.0,8.666666667,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,1,1,0,0,0,5670,0,0,1,0,52,16,2,1,0,0,0,0,0,4,1,0,False,0.19230769230769232,0.0
4455,1,1,1,0,0,0,1,0,3,1,0,0,14,5,2,3,2,17,13,17,7.428571429,7.5,7.375,0,0,0,0,0,0,51,1.0,0.0,0.0,0.0,0,100.0,100.0,0.0,0,100.0,0,1,1,0,25,3992,5697976,0,1,0,131,54,5,1,0,1,2,3,2,5,1,0,False,0.12213740458015267,0.0
6671,0,1,0,0,0,0,0,0,2,0,0,0,2,3,3,3,0,17,17,0,10.0,10.0,0.0,0,0,0,0,0,0,18,0.833333333,0.166666667,0.666666667,0.0,0,83.33333333,0.0,0.0,0,33.33333333,0,1,1,0,348,8052,3775557,0,0,4,33,25,2,0,0,0,0,0,0,3,1,0,False,0.0,0.0
9257,0,1,0,0,0,0,0,0,2,1,0,0,9,4,2,3,2,10,7,10,5.777777778,5.0,6.0,0,0,0,0,0,0,64,0.734375,0.265625,0.058823529,0.0,1,12.5,33.33333333,66.66666667,0,0.0,0,0,0,0,338,5505,59760,0,0,5,71,15,2,3,0,0,0,0,0,6,1,0,False,0.0,0.0
2598,0,0,0,0,0,0,0,0,1,1,0,0,5,1,4,15,4,15,15,11,8.2,15.0,6.5,1,0,0,0,0,0,8,1.0,0.0,0.0,0.0,0,0.0,100.0,0.0,0,0.0,1,1,0,0,147,4966,0,0,1,1,56,19,1,1,0,0,0,0,0,5,1,0,False,0.0,0.0
6626,0,0,0,0,0,0,0,0,2,0,0,0,2,1,5,5,0,8,8,0,6.5,6.5,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,1,1,0,0,275,3377,599013,0,1,3,26,18,2,0,0,0,0,0,0,3,1,0,False,0.0,0.0
1043,0,0,0,0,0,0,0,0,2,1,0,0,3,0,2,2,0,10,10,0,5.0,5.0,0.0,0,0,0,0,0,0,5,0.0,1.0,0.0,0.8,1,0.0,0.0,100.0,0,0.0,0,1,1,0,291,4823,0,0,1,2,29,21,2,1,0,0,0,0,0,3,1,0,False,0.0,0.0
5225,1,0,0,0,0,0,0,0,3,0,0,0,18,4,1,9,1,30,9,30,8.111111111,9.0,8.058823529,1,0,0,0,0,0,7,1.0,0.0,0.0,0.0,0,100.0,100.0,0.0,0,0.0,0,1,0,0,68,7967,7232787,0,1,2,176,13,6,1,0,1,3,2,3,6,1,0,False,0.24431818181818182,0.0
9168,1,0,0,0,0,0,0,0,1,0,1,0,12,2,4,14,4,14,14,10,7.0,14.0,6.363636364,0,0,0,0,0,0,179,0.351955307,0.648044693,0.155172414,0.25862069,1,17.54385965,0.0,100.0,0,30.0,0,1,1,0,360,5484,1105,0,0,6,106,18,1,9,0,0,0,0,0,4,1,0,False,0.10377358490566038,0.0
7658,0,0,0,0,0,0,0,0,3,0,0,0,4,0,2,2,3,7,7,4,4.0,4.5,3.5,0,0,0,0,0,0,15,0.666666667,0.333333333,0.0,1.0,1,66.66666667,0.0,100.0,0,100.0,0,1,0,0,0,-1,79863,0,1,1,29,13,3,0,0,0,0,0,0,3,1,0,False,0.034482758620689655,0.07692307692307693
9115,0,0,0,0,0,0,0,0,3,0,0,0,4,0,6,6,0,15,15,0,9.25,9.25,0.0,0,0,0,0,0,2,39,1.0,0.0,0.0,0.0,0,100.0,0.0,0.0,0,0.0,1,1,0,0,106,625,0,0,1,0,57,48,4,0,0,0,0,0,0,3,2,0,True,0.05263157894736842,0.0625
6675,0,1,0,0,0,0,0,0,3,0,0,0,2,4,3,3,0,17,17,0,10.0,10.0,0.0,0,0,0,0,0,0,144,0.395833333,0.604166667,0.103448276,0.0,1,66.66666667,1.538461538,98.46153846,0,10.0,0,1,0,0,1692,-1,0,0,0,0,37,28,3,0,0,0,0,0,0,3,1,0,True,0.0,0.0
4329,1,0,1,0,0,1,0,0,3,0,1,0,7,1,1,1,3,17,14,17,6.714285714,6.0,7.666666667,0,0,0,0,0,0,21,0.19047619,0.80952381,0.294117647,0.0,1,0.0,20.0,80.0,0,25.0,0,1,1,0,218,5626,0,0,1,5,65,31,5,0,1,0,0,0,0,3,1,0,True,0.15384615384615385,0.3225806451612903
9261,0,1,0,0,0,0,0,0,2,0,0,0,2,3,3,3,0,10,10,0,6.5,6.5,0.0,0,0,0,0,0,0,31,0.483870968,0.516129032,0.0,0.0,0,100.0,100.0,0.0,0,23.80952381,0,1,1,0,160,8970,1192930,0,0,5,27,18,2,0,0,0,0,0,0,3,1,0,True,0.0,0.0
11153,0,0,0,0,0,0,0,0,2,0,0,0,4,0,2,2,4,11,10,11,6.75,6.0,7.5,0,0,0,0,0,0,106,0.962264151,0.037735849,0.0,0.0,0,100.0,100.0,0.0,0,77.77777778,0,0,1,0,510,6430,618,0,0,5,42,17,2,0,0,0,0,0,0,4,1,0,True,0.0,0.0
11154,0,0,0,0,0,0,0,0,2,1,0,0,3,1,4,4,0,8,8,0,5.666666667,5.666666667,0.0,1,0,0,0,0,0,10,0.4,0.6,0.0,0.0,1,33.33333333,100.0,0.0,0,0.0,0,1,1,0,69,1756,0,0,1,1,30,22,2,1,0,0,0,0,0,3,1,0,False,0.0,0.0
3539,0,0,0,0,0,0,0,0,2,0,0,0,12,2,2,9,2,17,17,9,6.666666667,13.0,5.4,0,1,0,0,0,0,97,0.618556701,0.381443299,0.054054054,0.027027027,1,68.88888889,0.0,100.0,0,0.0,0,1,0,0,586,7449,6951049,0,1,8,104,31,2,6,0,0,0,0,0,7,1,0,True,0.11538461538461539,0.0967741935483871
474,0,1,0,0,0,0,0,0,2,0,0,0,5,3,2,3,2,12,12,7,5.2,7.5,3.666666667,0,0,0,0,0,0,144,0.986111111,0.013888889,0.5,0.0,0,100.0,100.0,0.0,0,0.0,0,1,1,0,251,9247,1299,0,0,6,42,20,2,0,0,0,0,0,0,5,1,0,True,0.0,0.0
9892,0,0,0,0,0,0,0,0,3,0,1,0,9,6,1,1,4,67,9,67,13.55555556,4.75,20.6,0,0,0,0,0,0,19,0.631578947,0.368421053,0.0,0.0,0,33.33333333,33.33333333,66.66666667,0,100.0,0,1,1,0,231,5613,0,0,1,5,143,26,5,0,0,1,0,1,0,3,1,0,True,0.1258741258741259,0.0
1575,1,0,0,0,0,0,0,1,3,0,1,0,9,3,1,1,2,14,14,5,5.555555556,6.666666667,3.333333333,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,1,1,0,0,218,5626,0,0,1,5,70,49,5,2,0,0,0,0,0,4,1,0,True,0.24285714285714285,0.3469387755102041
5657,0,0,0,0,0,0,0,0,2,1,0,0,5,0,1,3,1,7,7,7,4.4,4.666666667,4.0,1,0,0,0,0,0,31,0.032258065,0.967741935,0.1,0.033333333,0,0.0,0.0,100.0,0,0.0,0,0,0,0,355,-1,0,0,1,0,36,19,2,1,0,0,0,0,0,4,1,0,False,0.0,0.0
2280,1,0,1,0,0,0,1,0,3,0,0,0,6,3,2,3,2,15,13,15,8.666666667,8.75,8.5,0,0,0,0,0,0,51,1.0,0.0,0.0,0.0,0,100.0,100.0,0.0,0,100.0,0,1,1,0,25,3993,5707171,0,1,0,68,42,4,0,0,0,0,0,0,4,1,0,False,0.19117647058823528,0.0
1376,0,1,0,0,0,0,0,0,2,0,1,0,6,3,3,3,3,9,9,6,5.0,6.0,4.5,0,0,0,0,0,0,35,0.514285714,0.485714286,0.411764706,0.235294118,1,0.0,100.0,0.0,0,0.0,0,0,0,0,230,3057,71053,0,1,5,46,17,2,2,0,0,0,0,0,4,1,0,False,0.0,0.0
4102,0,1,0,0,0,0,0,0,2,0,0,0,2,3,3,3,0,4,4,0,3.5,3.5,0.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,1,1,0,1,0,-1,428989,0,0,2,20,11,2,0,0,0,0,0,0,3,1,0,True,0.0,0.0
1268,0,0,1,0,0,1,0,0,1,0,1,0,8,1,2,11,2,11,11,9,5.625,11.0,4.857142857,0,0,0,0,0,0,37,0.297297297,0.702702703,0.423076923,0.076923077,0,50.0,0.0,100.0,0,45.16129032,0,1,1,0,302,5177,488586,0,0,4,65,15,1,3,0,0,0,0,0,7,1,0,True,0.12307692307692308,0.0
4958,0,0,1,0,0,0,0,0,2,0,0,0,2,0,11,11,0,13,13,0,12.0,12.0,0.0,0,0,0,0,0,0,1,1.0,0.0,0.0,0.0,0,0.0,100.0,0.0,0,0.0,0,1,0,0,256,2301,22884,0,1,3,38,29,2,0,0,0,0,0,0,3,1,0,True,0.0,0.0
11149,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,12,1,12,12,2,5.0,12.0,1.5,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,1,1,0,0,249,116,692389,0,1,0,30,16,1,0,0,0,0,0,0,4,1,0,True,0.06666666666666667,0.0
3713,0,0,2,0,0,1,0,0,2,1,0,0,13,0,1,7,1,9,7,9,4.846153846,7.0,4.666666667,0,0,0,0,0,0,29,0.310344828,0.689655172,0.05,0.1,1,36.36363636,14.28571429,85.71428571,0,42.85714286,0,1,1,0,95,4654,780517,0,0,4,86,11,2,9,0,0,0,0,0,4,1,0,False,0.023255813953488372,0.09090909090909091
4272,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,4,0,4,4,0,4.0,4.0,0.0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,1,1,0,0,274,-1,10745722,0,0,0,18,10,1,0,0,0,0,0,0,3,1,0,False,0.0,0.0
6266,0,0,0,0,0,0,0,0,2,0,0,0,3,1,1,6,1,22,22,1,9.666666667,14.0,1.0,0,1,0,0,0,0,22,1.0,0.0,0.0,0.0,0,100.0,0.0,0.0,0,0.0,0,1,0,0,1048,5160,0,0,0,8,46,33,2,0,0,0,0,1,2,3,1,0,True,0.0,0.0
2403,0,1,0,0,0,0,0,0,2,0,0,0,6,4,3,3,7,11,6,11,7.666666667,4.5,9.25,0,0,0,0,0,0,60,0.966666667,0.033333333,0.0,0.0,0,86.66666667,100.0,0.0,0,0.0,0,1,0,0,157,-1,177488,0,1,2,62,14,2,0,0,0,0,0,0,5,1,0,False,0.03225806451612903,0.0
9782,0,1,0,0,0,0,0,0,3,0,0,0,11,6,1,3,1,10,7,10,5.454545455,5.0,5.555555556,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,1,1,1,0,195,8205,0,0,1,3,81,15,3,0,0,0,0,0,4,6,1,0,False,0.06172839506172839,0.0
334,0,0,0,0,0,0,0,0,3,0,0,0,5,1,3,3,8,8,8,8,5.6,5.0,8.0,0,0,0,0,0,0,99,1.0,0.0,0.0,0.0,0,100.0,100.0,0.0,0,100.0,0,1,0,0,0,12706,3016,0,0,6,44,27,4,0,0,0,0,0,0,4,1,0,False,0.0,0.0
8108,0,0,0,0,0,0,0,0,2,0,1,0,2,1,8,8,0,12,12,0,10.0,10.0,0.0,0,1,0,0,0,0,14,0.071428571,0.928571429,0.846153846,0.615384615,1,0.0,0.0,0.0,0,14.28571429,0,1,0,0,374,7295,0,0,1,5,32,25,2,0,0,0,0,0,0,2,1,0,False,0.03125,0.04
1245,0,1,0,0,0,0,0,0,3,0,0,0,5,3,3,3,4,7,4,7,4.4,3.5,5.0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,1,1,0,0,179,-1,0,0,1,0,39,14,4,0,0,0,0,0,0,4,1,0,False,0.02564102564102564,0.0
4064,0,1,0,0,0,0,0,0,2,1,0,0,5,3,3,3,4,11,11,11,6.8,7.0,6.666666667,0,0,0,0,0,0,243,0.761316872,0.238683128,0.103448276,0.172413793,1,4.0,20.0,80.0,0,60.0,0,1,0,0,95,5749,3741,0,0,5,49,19,2,1,0,0,0,0,0,4,1,0,False,0.0,0.0
3553,1,1,0,0,0,0,0,0,3,0,0,0,13,6,3,3,4,11,11,10,6.692307692,7.0,6.636363636,2,1,0,0,0,0,1041,0.251681076,0.748318924,0.0,0.0,1,0.208768267,70.83333333,29.16666667,0,71.42857143,0,0,1,0,605,7795,548,0,0,8,111,19,3,5,0,0,0,0,4,3,1,0,True,0.0990990990990991,0.0
4456,1,0,0,0,0,0,0,0,3,1,0,0,7,5,3,3,4,13,13,13,7.857142857,8.666666667,7.25,0,0,0,0,0,0,84,0.761904762,0.238095238,0.85,0.05,1,93.5483871,90.90909091,9.090909091,0,27.27272727,0,1,1,0,655,1536,4558,0,1,2,74,32,3,1,0,0,0,0,0,6,1,0,True,0.17567567567567569,0.40625
5536,0,1,0,0,0,0,0,0,2,0,0,0,2,4,3,3,0,16,16,0,9.5,9.5,0.0,0,0,0,0,0,0,129,0.84496124,0.15503876,0.15,0.1,1,62.5,94.73684211,5.263157895,0,18.75,0,1,1,0,1038,-1,0,0,0,4,32,24,2,0,0,0,0,0,0,3,1,0,False,0.0,0.0
2773,0,1,1,0,0,1,0,0,3,0,0,0,8,3,3,3,6,21,9,21,9.375,7.0,10.8,1,0,0,0,0,0,5,1.0,0.0,0.0,0.0,0,100.0,0.0,0.0,0,0.0,0,1,0,0,101,630,0,0,1,0,94,27,4,0,0,0,0,0,0,7,1,0,False,0.0,0.0
8813,0,0,0,0,0,0,0,0,1,0,0,0,3,1,3,13,3,13,13,9,8.333333333,13.0,6.0,0,0,0,0,0,0,13,0.846153846,0.153846154,0.0,0.0,0,60.0,100.0,0.0,0,0.0,0,1,0,0,81,-1,0,0,1,0,39,17,1,0,0,0,0,0,0,4,1,0,True,0.0,0.0
6128,0,0,0,0,0,0,0,0,2,1,0,0,8,3,6,7,6,15,15,13,9.125,10.0,8.6,0,0,0,0,0,0,13,1.0,0.0,0.0,0.0,0,100.0,100.0,0.0,0,100.0,0,1,1,0,568,3815,0,0,1,2,91,36,2,1,0,0,0,0,3,4,1,0,False,0.08791208791208792,0.0
7463,1,1,0,0,0,0,0,0,3,1,0,0,10,8,2,3,2,64,17,64,12.4,10.0,13.0,3,0,0,0,0,0,8,1.0,0.0,0.0,0.0,0,100.0,100.0,0.0,0,100.0,0,0,0,0,342,389,0,1,1,2,144,25,3,1,0,1,0,1,0,6,1,0,False,0.3194444444444444,0.0
5434,0,0,0,0,0,0,0,0,3,1,0,0,5,3,2,5,2,16,16,7,7.4,9.333333333,4.5,0,0,0,0,0,0,56,0.982142857,0.017857143,0.0,0.0,0,90.0,100.0,0.0,0,100.0,0,1,1,0,187,-1,0,0,1,0,56,37,3,1,0,0,0,0,0,4,1,0,True,0.0,0.0
